Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Description,Risk target
27,female,2,rent,little,moderate,1924,18,furniture/equipment,"5. The applicant is a 27-year-old female with a job level of 2, renting her housing. She has little savings and moderate checking account balances. She is seeking a credit amount of 1924 for an 18-month loan to purchase furniture or equipment.",Good risk
30,male,2,own,little,little,2121,12,car,"1. The applicant is a 30-year-old male with a job level of 2, who owns a home. He has little savings and checking account balances. He is requesting a credit amount of $2,121 for a 12-month loan to purchase a car.",Good risk
40,male,1,own,little,little,701,12,radio/TV,"2. The applicant is a 40-year-old male with a job level of 1, who owns a home. He has little savings and checking account balances. He is requesting a credit amount of $701 for a 12-month loan to purchase a radio or TV.",Good risk
30,male,2,own,little,moderate,639,12,repairs,"3. The applicant is a 30-year-old male with a job level of 2, who owns a home. He has little savings but a moderate checking account balance. He is requesting a credit amount of $639 for a 12-month loan for repairs.",Good risk
34,male,3,own,little,moderate,1860,12,car,"4. The applicant is a 34-year-old male with a job level of 3, who owns a home. He has little savings but a moderate checking account balance. He is requesting a credit amount of $1,860 for a 12-month loan to purchase a car.",Good risk
29,female,2,own,little,little,3499,12,car,"5. The applicant is a 29-year-old female with a job level of 2, who owns a home. She has little savings and checking account balances. She is requesting a credit amount of $3,499 for a 12-month loan to purchase a car.",Good risk
24,female,2,own,little,moderate,8487,48,car,"1. This is a 24-year-old female applicant with a moderate checking account balance and little savings. She is employed at job level 2 and owns her housing. The credit amount requested is $8,487 for a car loan with a duration of 48 months.",Bad risk
29,male,2,own,little,little,6887,36,education,"2. This is a 29-year-old male applicant with little savings and a little checking account balance. He is employed at job level 2 and owns his housing. The credit amount requested is $6,887 for an education loan with a duration of 36 months.",Bad risk
27,male,1,own,little,moderate,2708,15,furniture/equipment,"3. This is a 27-year-old male applicant with a moderate checking account balance and little savings. He is employed at job level 1 and owns his housing. The credit amount requested is $2,708 for furniture/equipment with a loan duration of 15 months.",Good risk
47,male,2,free,little,moderate,1984,18,furniture/equipment,"4. This is a 47-year-old male applicant with a moderate checking account balance and little savings. He is employed at job level 2 and has free housing. The credit amount requested is $1,984 for furniture/equipment with a loan duration of 18 months.",Good risk
21,female,2,own,moderate,moderate,10144,60,radio/TV,"5. This is a 21-year-old female applicant with moderate savings and a moderate checking account balance. She is employed at job level 2 and owns her housing. The credit amount requested is $10,144 for a radio/TV with a loan duration of 60 months.",Bad risk
38,female,2,own,little,moderate,1240,12,radio/TV,"1. This 38-year-old female applicant with a moderate job level and little savings seeks a 12-month loan of $1,240 for the purpose of purchasing a radio or TV. She owns her home and maintains a moderate checking account balance.",Good risk
27,male,2,own,rich,moderate,8613,27,car,"2. This 27-year-old male applicant with a moderate job level and rich savings account is applying for a $8,613 loan over 27 months to purchase a car. He owns his home and has a moderate checking account balance.",Good risk
66,male,1,own,quite rich,moderate,766,12,radio/TV,3. This 66-year-old male retiree with a quite rich savings account is seeking a 12-month loan of $766 to purchase a radio or TV. He owns his home and maintains a moderate checking account balance.,Good risk
35,male,2,own,little,moderate,2728,15,radio/TV,"4. This 35-year-old male applicant with a moderate job level and little savings is applying for a $2,728 loan over 15 months to purchase a radio or TV. He owns his home and has a moderate checking account balance.",Good risk
44,female,1,rent,little,rich,1881,12,radio/TV,"5. This 44-year-old female applicant with an entry-level job and little savings is seeking a 12-month loan of $1,881 for the purpose of purchasing a radio or TV. She rents her home but maintains a rich checking account balance.",Good risk
27,male,0,own,rich,rich,709,6,car,"1. The applicant is a 27-year-old male with a stable financial situation, owning a home and having rich savings and checking accounts. He is seeking a loan of $709 over a 6-month period for the purpose of purchasing a car.",Good risk
30,female,3,own,little,moderate,4795,36,radio/TV,"2. The applicant is a 30-year-old female with a job level of 3, indicating a higher income. She owns a home and has moderate checking account funds, but little savings. She is requesting a loan of $4,795 over a 36-month term for the purpose of purchasing a radio or TV.",Good risk
27,male,3,own,little,little,3416,27,radio/TV,"3. The applicant is a 27-year-old male with a job level of 3, suggesting a higher income. He owns a home but has little savings and checking account funds. He is seeking a loan of $3,416 over a 27-month period for the purpose of purchasing a radio or TV.",Good risk
22,male,2,own,little,little,2462,18,furniture/equipment,"4. The applicant is a 22-year-old male with a job level of 2, indicating a moderate income. He owns a home but has little savings and checking account funds. He is requesting a loan of $2,462 over an 18-month term for the purpose of purchasing furniture or equipment.",Good risk
23,female,2,own,little,moderate,2288,21,furniture/equipment,"5. The applicant is a 23-year-old female with a job level of 2, suggesting a moderate income. She owns a home, has little savings, but moderate checking account funds. She is seeking a loan of $2,288 over a 21-month period for the purpose of purchasing furniture or equipment.",Good risk
